imdb_title_id,original_title
tt0053141,Operation Bullshine
tt0053143,Operation Petticoat
tt0053145,The Oregon Trail
tt0053146,Orfeu Negro
tt0053148,Orzel
tt0053149,Oscar Wilde
tt0053156,Paratroop Command
tt0053158,Paw
tt0053168,Pickpocket
tt0053169,"Pier 5, Havana"
tt0053172,Pillow Talk
tt0053174,Please Turn Over
tt0053176,Pociag
tt0053177,Poema o more
tt0053180,Poeten og Lillemor
tt0053182,Porgy and Bess
tt0053183,Pork Chop Hill
tt0053185,Poveri milionari
tt0053192,A Private's Affair
tt0053194,Punainen viiva
tt0053198,Les quatre cents coups
tt0053203,The Rabbit Trap
tt0053208,Raggare!
tt0053213,The Rebel Set
tt0053214,The Remarkable Mr. Pennypacker
tt0053217,Der Rest ist Schweigen
tt0053219,Return of the Fly
tt0053220,Ride Lonesome
tt0053221,Rio Bravo
tt0053224,The Rookie
tt0053225,Passport to Shame
tt0053226,Room at the Top
tt0053227,Rosen fÃ¼r den Staatsanwalt
tt0053228,Der rote Kreis
tt0053229,The Rough and the Smooth
tt0053230,Rue des Prairies
tt0053232,Invasion of the Animal People
tt0053233,Ryttare i blÃ¥tt
tt0053234,SOS Pacific
tt0053236,The Saga of Hemp Brown
tt0053240,Sampo
tt0053241,Santa Claus
tt0053242,Sapphire
tt0053244,The Savage Innocents
tt0053245,Say One for Me
tt0053247,The Scapegoat
tt0053250,Der schweigende Stern
tt0053252,Die schÃ¶ne LÃ¼gnerin
tt0053258,Segodnya uvolneniya ne budet
tt0053259,SekishunchÃ´
tt0053261,Sen noci svatojÃ¡nskÃ©
tt0053269,Serious Charge
tt0053270,Shadows
tt0053271,The Shaggy Dog
tt0053272,Shake Hands with the Devil
tt0053273,The Shakedown
tt0053274,Shinel
tt0053275,ShÃ´nen Sarutobi Sasuke
tt0053278,The Siege of Pinchgut
tt0053279,Le signe du lion
tt0053285,Sleeping Beauty
tt0053290,Solomon and Sheba
tt0053291,Some Like It Hot
tt0053293,Son of Robin Hood
tt0053295,Sonnensucher
tt0053298,The Sound and the Fury
tt0053306,Sterne
tt0053308,The Story on Page One
tt0053314,StÃ¸v pÃ¥ hjernen
tt0053316,Subway in the Sky
tt0053317,Sudba cheloveka
tt0053318,"Suddenly, Last Summer"
tt0053319,Sujata
tt0053320,A Summer Place
tt0053321,Summer of the Seventeenth Doll
tt0053331,Take a Giant Step
tt0053332,Tank Commandos
tt0053333,I tartassati
tt0053334,Tarzan's Greatest Adventure
tt0053335,"Tarzan, the Ape Man"
tt0053337,Teenagers from Outer Space
tt0053339,Telegrame
tt0053340,Tempi duri per i vampiri
tt0053341,Ten Seconds to Hell
tt0053342,Tenemos 18 aÃ±os
tt0053344,Terror Is a Man
tt0053346,Il terrore dei barbari
tt0053349,That Kind of Woman
tt0053350,These Thousand Hills
tt0053351,They Came to Cordura
tt0053352,Third Man on the Mountain
tt0053354,The 39 Steps
tt0053355,This Earth Is Mine
tt0053359,Thunder in the Sun
tt0053361,Tiger Bay
tt0053362,Timbuktu
tt0053363,The Tingler
tt0053365,Too Hot to Handle
tt0053369,Das Totenschiff
tt0053370,"TotÃ², Eva e il pennello proibito"
tt0053371,A Touch of Larceny
tt0053373,Los tramposos
tt0053374,The Trap
tt0053388,UchÃ» sai sensÃ´
tt0053389,Ugler i mosen
tt0053390,Ukikusa
tt0053393,Und ewig singen die WÃ¤lder
tt0053399,Up Periscope
tt0053403,La vache et le prisonnier
tt0053404,Valurile Dunarii
tt0053417,Vi er allesammen tossede
tt0053418,Vice Raid
tt0053428,Voulez-vous danser avec moi
tt0053434,Warlock
tt0053436,Watusi
tt0053437,Ung flukt
tt0053440,Wernher von Braun
tt0053441,Westbound
tt0053445,The Wild and the Innocent
tt0053448,Witness in the Dark
tt0053450,Woman Obsessed
tt0053453,The Wonderful Country
tt0053454,"The World, The Flesh and The Devil"
tt0053455,The Wreck of the Mary Deare
tt0053457,Yellowstone Kelly
tt0053458,Yesterday's Enemy
tt0053459,Les yeux sans visage
tt0053461,The Young Land
tt0053462,The Young Philadelphians
tt0053464,YÃ»sei Ã´ji
tt0053465,Zamach
tt0053472,Ã€ bout de souffle
tt0053473,Ã€ double tour
tt0053559,13 Ghosts
tt0053561,5 Branded Women
tt0053570,Adua e le compagne
tt0053571,The Adventures of Huckleberry Finn
tt0053577,Obaltan
tt0053578,Aki tachinu
tt0053579,Akibiyori
tt0053580,The Alamo
tt0053582,All the Fine Young Cannibals
tt0053583,All the Young Men
tt0053584,Alla vi barn i Bullerbyn
tt0053587,Alyoshkina lyubov
tt0053597,Un amore a Roma
tt0053598,Gli amori di Ercole
tt0053600,El analfabeto
tt0053601,The Angel Wore Red
tt0053602,The Angry Silence
tt0053604,The Apartment
tt0053610,Atlas
tt0053611,Attack of the Giant Leeches
tt0053615,Los autÃ³matas de la muerte
tt0053619,L'avventura
tt0053622,BUtterfield 8
tt0053624,Badaranii
tt0053628,Baltiyskoe nebo
tt0053629,Bombai Ka Babu
tt0053630,Die Bande des Schreckens
tt0053632,Banditi a Orgosolo
tt0053634,The Barbarians
tt0053635,Le baron de l'Ã©cluse
tt0053636,Baronessen fra benzintanken
tt0053637,Barsaat Ki Raat
tt0053638,Austerlitz
tt0053640,The Beatniks
tt0053641,Because They're Young
tt0053643,Il bell'Antonio
tt0053644,The Bellboy
tt0053645,Bells Are Ringing
tt0053648,No Kidding
tt0053650,Beyond the Curtain
tt0053651,Beyond the Time Barrier
tt0053652,Bidaya wa nihaya
tt0053658,Blaze Starr Goes Nudist
tt0053659,Chi wa kawaiteru
tt0053660,Bluebeards Ten Honeymoons
tt0053661,Bobbikins
tt0053666,Les bonnes femmes
tt0053668,Bottoms Up
tt0053671,Boulevard
tt0053672,The Boy and the Pirates
tt0053673,The Bramble Bush
tt0053674,Der brave Soldat Schwejk
tt0053675,A Breath of Scandal
tt0053677,The Brides of Dracula
tt0053683,The Bulldog Breed
tt0053689,Cage of Evil
tt0053690,Can-Can
tt0053693,La caperucita roja
tt0053694,Caperucita y Pulgarcito contra los monstruos
tt0053695,Le capitaine Fracasse
tt0053696,Le capitan
tt0053699,"Carry on, Constable"
tt0053704,Ce soir ou jamais
tt0053706,Chaudhvin Ka Chand
tt0053707,Che gioia vivere
tt0053708,Chhalia
tt0053709,Chi si ferma Ã¨ perduto
tt0053712,Chistoe nebo
tt0053715,Cimarron
tt0053716,Cinderfella
tt0053717,Circus of Horrors
tt0053719,The City of the Dead
tt0053720,MikkÃ´ zero rain
tt0053724,El cochecito
tt0053726,1-2-3-4 ou Les collants noirs
tt0053727,College Confidential
tt0053729,Comanche Station
tt0053732,Conspiracy of Hearts
tt0053735,Crack in the Mirror
tt0053738,CrÃ©sus
tt0053739,Crimen
tt0053740,The Criminal
tt0053742,The Crowded Sky
tt0053746,Dama s sobachkoy
tt0053749,Dans l'eau... qui fait des bulles!...
tt0053750,The Dark at the Top of the Stairs
tt0053751,Date Bait
tt0053752,The Day They Robbed the Bank of England
tt0053756,I delfini
tt0053758,DensÃ´ ningen
tt0053759,Dentist in the Chair
tt0053762,Desire in the Dust
tt0053764,Deveti krug
tt0053765,Devi
tt0053768,Dinosaurus!
tt0053769,Les distractions
tt0053772,DjÃ¤vulens Ã¶ga
tt0053774,Do widzenia do jutra...
tt0053775,Doctor in Love
tt0053779,La dolce vita
tt0053780,I dolci inganni
tt0053793,Elmer Gantry
tt0053795,The Enemy General
tt0053796,The Entertainer
tt0053800,Esther and the King
tt0053802,Et mourir de plaisir
tt0053804,Exodus
tt0053806,Expresso Bongo
tt0053809,Faces in the Dark
tt0053810,The Facts of Life
tt0053814,Le farceur
tt0053825,Flaming Star
tt0053832,Forelsket i KÃ¸benhavn
tt0053833,La franÃ§aise et l'amour
tt0053839,A French Mistress
tt0053841,From the Terrace
tt0053842,Fuefukigawa
tt0053846,FÃ¼nf PatronenhÃ¼lsen
tt0053848,G.I. Blues
tt0053849,The Gallant Hours
tt0053850,Gangster Story
tt0053853,Gasu ningen dai 1 gÃ´
tt0053855,Der Gauner und der liebe Gott
tt0053856,Il generale Della Rovere
tt0053861,I giganti della Tessaglia
tt0053864,La giornata balorda
tt0053872,Les godelureaux
tt0053876,Rokudenashi
tt0053877,The Grass Is Greener
tt0053879,The Great Impostor
tt0053882,The 3 Worlds of Gulliver
tt0053883,Gunfighters of Abilene
tt0053884,Guns of the Timberland
tt0053889,Hand in Hand
tt0053890,The Hand
tt0053891,Annibale
tt0053892,Haru no yume
tt0053895,The Headless Ghost
tt0053899,Hell Bent for Leather
tt0053900,Hell Is a City
tt0053901,Hell to Eternity
tt0053902,Heller in Pink Tights
tt0053903,The Hellfire Club
tt0053906,Herrin der Welt
tt0053908,Hideout in the Sun
tt0053911,High School Caesar
tt0053912,High Time
tt0053917,Home from the Hill
tt0053925,House of Usher
tt0053931,The Hypnotic Eye
tt0053933,I Passed for White
tt0053935,Ice Cold in Alex
tt0053936,Ice Palace
tt0053941,Im weissen RÃ¶ssl
tt0053944,The Incredible Petrified World
tt0053946,Inherit the Wind
tt0053947,Inn for Trouble
tt0053952,The House in Marsh Road
tt0053957,It Started in Naples
tt0053958,The Challenge
tt0053960,Izgubljena olovka
tt0053961,Jack the Ripper
tt0053963,Jazz Boat
tt0053965,Jis Desh Men Ganga Behti Hai
tt0053967,The Young One
tt0053976,JungfrukÃ¤llan
tt0053980,Kala Bazar
tt0053985,Kanoon
tt0053987,Katok i skripka
tt0053989,Kawaita mizuumi
tt0053992,Kemono no nemuri
tt0053993,Key Witness
tt0053994,Kidnapped
tt0053996,Kirmes
tt0053999,Kohinoor
tt0054001,Komisario Palmun erehdys
tt0054003,Krotkaya
tt0054004,Krzyzacy
tt0054005,Kshudhita Pashan
tt0054013,Il ladro di Bagdad
tt0054016,The Last Voyage
tt0054017,Last Woman on Earth
tt0054020,The Leech Woman
tt0054021,Let No Man Write My Epitaph
tt0054022,Let's Make Love
tt0054023,Letto a tre piazze
tt0054024,Der letzte FussgÃ¤nger
tt0054029,Light Up the Sky!
tt0054033,The Little Shop of Horrors
tt0054034,Liu san jie
tt0054037,The Long and the Short and the Tall
tt0054038,The Lost World
tt0054039,La lunga notte del '43
tt0054040,LÃ©gy jÃ³ mindhalÃ¡lig
tt0054041,Ma Barker's Killer Brood
tt0054042,Macario
tt0054044,Maciste nella valle dei Re
tt0054047,The Magnificent Seven
tt0054049,Make Mine Mink
tt0054051,"Makkers, staakt uw wild geraas"
tt0054058,Man on a String
tt0054064,The Marriage-Go-Round
tt0054065,Mariya-iskusnitsa
tt0054067,La maschera del demonio
tt0054068,Il mattatore
tt0054073,Meghe Dhaka Tara
tt0054074,Mein Schulfreund
tt0054080,Mi Ãºltimo tango
tt0054084,Midnight Lace
tt0054086,The Millionairess
tt0054091,Moderato cantabile
tt0054095,The Mountain Road
tt0054099,Il mulino delle donne di pietra
tt0054102,"Murder, Inc."
tt0054105,Musume tsuma haha
tt0054107,YÃ»hi ni akai ore no kao
tt0054111,The Naked Witch
tt0054115,Never Let Go
tt0054116,Never Take Sweets from a Stranger
tt0054117,Next to No Time
tt0054119,Niewinni czarodzieje
tt0054120,A Terrible Beauty
tt0054122,Nihon no yoru to kiri
tt0054123,Nikt nie wola
tt0054126,Noose for a Gunman
tt0054127,North to Alaska
tt0054130,La notte
tt0054131,Toi... le venin
tt0054135,Ocean's Eleven
tt0054138,Oklahoma Territory
tt0054141,"Once More, with Feeling!"
tt0054142,One Foot in Hell
tt0054144,Onna ga kaidan wo agaru toki
tt0054149,"Ostorozhno, babushka!"
tt0054151,OtÃ´to
tt0054152,Our Man in Havana
tt0054156,Paris nous appartient
tt0054159,Pasazerka
tt0054161,Le passage du Rhin
tt0054164,Pay or Die!
tt0054167,Peeping Tom
tt0054168,Pekka ja PÃ¤tkÃ¤ mestarimaalareina
tt0054169,Pekka ja PÃ¤tkÃ¤ neekereinÃ¤
tt0054172,Pepe
tt0054177,Le petit soldat
tt0054181,Piccadilly Third Stop
tt0054185,I pirati della costa
tt0054188,Please Don't Eat the Daisies
tt0054189,Plein soleil
tt0054190,The Plunderers
tt0054195,Pollyanna
tt0054197,Portrait in Black
tt0054198,Pote tin Kyriaki
tt0054199,Povest plamennykh let
tt0054204,Pretty Boy Floyd
tt0054206,The Prime Time
tt0054208,La princesse de ClÃ¨ves
tt0054209,Private Property
tt0054212,Prostaya istoriya
tt0054215,Psycho
tt0054218,The Purple Gang
tt0054222,La Venere dei pirati
tt0054225,La ragazza con la valigia
tt0054229,Rat
tt0054230,The Rat Race
tt0054233,Un rayo de luz
tt0054237,La regina delle Amazzoni
tt0054240,Orgy of the Dead
tt0054242,Risate di gioia
tt0054243,The Rise and Fall of Legs Diamond
tt0054244,Suspect
tt0054246,Robin Hood e i pirati
tt0054248,Rocco e i suoi fratelli
tt0054250,"Romeo, Julie a tma"
tt0054252,Il rossetto
tt0054257,Der RÃ¤cher
tt0054263,Saffo - Venere di Lesbo
tt0054265,SaiyÃ»ki
tt0054266,Sands of the Desert
tt0054269,Saturday Night and Sunday Morning
tt0054270,The Savage Eye
tt0054271,Scent of Mystery
tt0054272,Schachnovelle
tt0054279,School for Scoundrels
tt0054281,Das schwarze Schaf
tt0054283,The Secret of the Purple Reef
tt0054285,"Seddok, l'erede di Satana"
tt0054286,Seishun zankoku monogatari
tt0054289,Il sepolcro dei re
tt0054290,September Storm
tt0054292,Sergeant Rutledge
tt0054293,Seryozha
tt0054295,Seven Thieves
tt0054296,Seven Ways from Sundown
tt0054298,Sex Kittens Go to College
tt0054303,Shumnyy den
tt0054306,The Siege of Sidney Street
tt0054307,The Sign of Zorro
tt0054309,Signori si nasce
tt0054310,Sink the Bismarck!
tt0054314,Det skete pÃ¥ MÃ¸llegÃ¥rden
tt0054315,Ski Troop Attack
tt0054321,La sombra del Caudillo
tt0054324,Song Without End
tt0054325,'JÃ»sangÃ´ taihisen' yori: Sono gosÃ´sha o nerae
tt0054326,Sons and Lovers
tt0054328,Sotto dieci bandiere
tt0054330,Space Men
tt0054331,Spartacus
tt0054333,Ein Toter hing im Netz
tt0054337,Das SpukschloÃŸ im Spessart
tt0054342,A Story of David
tt0054343,The Story of Ruth
tt0054345,Strangers When We Meet
tt0054346,The Stranglers of Bombay
tt0054348,Studs Lonigan
tt0054350,Subete ga kurutteru
tt0054351,The Subterraneans
tt0054353,The Sundowners
tt0054354,Sunrise at Campobello
tt0054355,Surprise Package
tt0054357,Swiss Family Robinson
tt0054358,Sword of Sherwood Forest
tt0054359,Szatan z siÃ³dmej klasy
tt0054364,SÃ¸mand i knibe
tt0054366,TaiyÃ´ no hakaba
tt0054367,Tall Story
tt0054368,Tarzan the Magnificent
tt0054371,Die 1000 Augen des Dr. Mabuse
tt0054372,Ten Who Dared
tt0054374,Terrain vague
tt0054377,Le testament d'OrphÃ©e ou ne me demandez pas pourquoi
tt0054379,There Was a Crooked Man
tt0054380,The 3rd Voice
tt0054381,This Rebel Breed
tt0054382,Le gladiatrici
tt0054385,Thunder in Carolina
tt0054387,The Time Machine
tt0054389,Tirez sur le pianiste
tt0054390,Toby Tyler or Ten Weeks with a Circus
tt0054391,Tommy the Toreador
tt0054392,Too Soon to Love
tt0054393,Tormented
tt0054394,Les tortillards
tt0054395,Die toten Augen von London
tt0054396,"TotÃ², Fabrizi e i giovani d'oggi"
tt0054403,The Trials of Oscar Wilde
tt0054407,Le trou
tt0054412,Tunes of Glory
tt0054413,Tutti a casa
tt0054415,12 to the Moon
tt0054416,The Two Faces of Dr. Jekyll
tt0054417,Two Way Stretch
tt0054422,Gli ultimi giorni di Pompei
tt0054423,L'ultimo dei Vikinghi
tt0054425,Un taxi pour Tobrouk
tt0054426,Une aussi longue absence
tt0054437,La vendetta di Ercole
tt0054441,Les vieux de la vieille
tt0054442,Il vigile
tt0054443,Village of the Damned
tt0054446,Visit to a Small Planet
tt0054447,Viva l'Italia
tt0054449,Voskreseniye
tt0054451,VyssÃ­ princip
tt0054452,La vÃ©ritÃ©
tt0054453,The Wackiest Ship in the Army
tt0054455,Wake Me When It's Over
tt0054457,Walk Like a Dragon
tt0054460,Warui yatsu hodo yoku nemuru
tt0054462,The Wasp Woman
tt0054463,Watch Your Stern
tt0054469,Where the Boys Are
tt0054473,Who Was That Lady?
tt0054475,The Wild Ride
tt0054476,Wild River
tt0054479,Wir Kellerkinder
tt0054481,The Wizard of Baghdad
tt0054483,The World of Suzie Wong
tt0054484,El mundo de los vampiros
tt0054489,Young Jesse James
tt0054494,Zazie dans le mÃ©tro
tt0054495,Zezowate szczescie
tt0054516,Amours cÃ©lÃ¨bres
tt0054586,A cavallo della tigre
tt0054592,Die Abenteuer des Grafen Bobby
tt0054600,Ach Egon!
tt0054601,Ada
tt0054603,Adorable menteuse
tt0054604,The Adventures of Lucky Pierre
tt0054613,All Hands on Deck
tt0054614,All Night Long
tt0054615,All in a Night's Work
tt0054618,Alye parusa
tt0054619,Alyonka
tt0054621,L'amant de cinq jours
tt0054627,Anatomy of a Psycho
tt0054628,Angel Baby
tt0054630,Anima nera
tt0054632,L'annÃ©e derniÃ¨re Ã  Marienbad
tt0054636,Armored Command
tt0054637,Arrivano i titani
tt0054640,L'assassino
tt0054641,"Antinea, l'amante della cittÃ  sepolta"
tt0054642,Atlantis: The Lost Continent
tt0054648,Le avventure di Mary Read
tt0054649,Babes in Toyland
tt0054651,Bachelor Flat
tt0054652,Bachelor in Paradise
tt0054653,Back Street
tt0054659,Baltiyskoe nebo - 2 seriya
tt0054663,Bara roligt i Bullerbyn
tt0054665,Baron PrÃ¡sil
tt0054668,El barÃ³n del terror
tt0054669,Le bateau d'Ã‰mile
tt0054671,Battle at Bloody Beach
tt0054673,The Beast of Yucca Flats
tt0054676,La belle AmÃ©ricaine
tt0054678,The Best of Enemies
tt0054679,The Big Gamble
tt0054681,The Big Show
tt0054687,Blast of Silence
tt0054691,Bloodlust!
tt0054692,Blue Hawaii
tt0054697,The Boys
tt0054698,Breakfast at Tiffany's
tt0054700,La bride sur le cou
tt0054701,Bridge to the Sun
tt0054708,Bussen
tt0054709,Buta to gunkan
tt0054710,By Love Possessed
tt0054711,La cabeza viviente
tt0054715,The Canadians
tt0054719,Candide ou l'optimisme au XXe siÃ¨cle
tt0054724,Zombie
tt0054727,Carry on Regardless
tt0054729,Cartagine in fiamme
tt0054731,Cash on Demand
tt0054733,The Cat Burglar
tt0054734,Le cave se rebiffe
tt0054739,Chelovek niotkuda
tt0054740,The Singer Not the Song
tt0054743,The Children's Hour
tt0054744,The Choppers
tt0054749,La ciociara
tt0054750,Circle of Deception
tt0054752,Claudelle Inglish
tt0054755,A Cold Wind in August
tt0054756,Il colosso di Rodi
tt0054757,The Comancheros
tt0054758,Le combat dans l'Ã®le
tt0054759,Come September
tt0054761,Le comte de Monte Cristo
tt0054762,Cone of Silence
tt0054763,The Connection
tt0054768,Creature from the Haunted Sea
tt0054769,Le crime ne paie pas
tt0054772,Cry for Happy
tt0054777,The Curse of the Werewolf
tt0054780,DÃ¡blova past
tt0054788,David e Golia
tt0054790,The Day the Earth Caught Fire
tt0054793,The Dead One
tt0054798,Dentist on the Job
tt0054803,Devyat dney odnogo goda
tt0054805,The Devil at 4 O'Clock
tt0054807,The Devil's Messenger
tt0054809,Diary of a Nudist
tt0054814,Don Camillo monsignore... ma non troppo
tt0054816,Dondi
tt0054817,Five Minutes to Live
tt0054820,Double Bunk
tt0054821,Le doulos
tt0054823,Doctor Blood's Coffin
tt0054826,Drei Mann in einem Boot
tt0054828,"Drug moy, Kolka!.."
tt0054830,I due marescialli
tt0054838,La dÃ©nonciation
tt0054845,Eien no hito
tt0054847,El Cid
tt0054850,Ercole al centro della Terra
tt0054851,Ercole alla conquista di Atlantide
tt0054853,The Errand Boy
tt0054855,Es muÃŸ nicht immer Kaviar sein
tt0054859,Eve and the Handyman
tt0054860,Everything's Ducky
tt0054861,The Exiles
tt0054862,The Explosive Generation
tt0054864,Der Fall Gleiwitz
tt0054866,Fanny
tt0054867,Fantasmi a Roma
tt0054868,Far til fire med fuld musik
tt0054870,Il federale
tt0054873,A Fever in the Blood
tt0054875,El hijo del capitÃ¡n Blood
tt0054877,Five Golden Hours
tt0054878,Five Guns to Tombstone
tt0054879,Flame in the Streets
tt0054880,Flaming Creatures
tt0054881,Flight That Disappeared
tt0054883,Flight of the Lost Balloon
tt0054885,Flower Drum Song
tt0054890,The Four Horsemen of the Apocalypse
tt0054891,Foxhole in Cairo
tt0054892,Francis of Assisi
tt0054898,The Frightened City
tt0054901,The Full Treatment
tt0054903,La furia di Ercole
tt0054906,Der FÃ¤lscher von London
tt0054909,The Gambler Wore a Gun
tt0054910,Gunga Jumna
tt0054912,Das Geheimnis der gelben Narzissen
tt0054918,The George Raft Story
tt0054923,Gidget Goes Hawaiian
tt0054924,Il gigante di Metropolis
tt0054928,La fille aux yeux d'or
tt0054930,Girl on the Run
tt0054931,Il giudizio universale
tt0054932,Il giustiziere dei mari
tt0054933,Go Naked in the World
tt0054934,Gold of the Seven Saints
tt0054936,Goodbye Again
tt0054937,"Gordon, il pirata nero"
tt0054938,Gorgo
tt0054939,Le goÃ»t de la violence
tt0054943,The Green Helmet
tt0054944,Greyfriars Bobby: The True Story of a Dog
tt0054947,Der grÃ¼ne BogenschÃ¼tze
tt0054949,La guerre des boutons
tt0054950,Il pianeta degli uomini spenti
tt0054951,Gun Fight
tt0054953,The Guns of Navarone
tt0054956,GÃ¸ngehÃ¸vdingen
tt0054957,Ha llegado un Ã¡ngel
tt0054963,The Hands of Orlac
tt0054965,Harry og kammertjeneren
tt0054968,The Hellions
tt0054969,Los hermanos Del Hierro
tt0054973,His and Hers
tt0054977,Historia zÃ³ltej cizemki
tt0054988,Homicidal
tt0054989,The Honeymoon Machine
tt0054991,The Hoodlum Priest
tt0054997,The Hustler
tt0055008,Im Stahlnetz des Dr. Mabuse
tt0055015,In the Doghouse
tt0055018,The Innocents
tt0055019,The Intruder
tt0055020,Invasion Quartet
tt0055021,La invasiÃ³n de los vampiros
tt0055022,Gli invasori
tt0055024,It Happened Here
tt0055026,"It's Trad, Dad!"
tt0055029,Le jeu de la vÃ©ritÃ©
tt0055031,Judgment at Nuremberg
tt0055032,Jules et Jim
tt0055035,Junglee
tt0055038,"Kaasua, komisario Palmu!"
tt0055039,Kabuliwala
tt0055047,King of Kings
tt0055048,King of the Roaring 20's: The Story of Arnold Rothstein
tt0055051,Kogda derevya byli bolshimi
tt0055052,Kohayagawa-ke no aki
tt0055055,Komal Gandhar
tt0055057,Komtessen
tt0055058,Konga
tt0055059,Kozara
tt0055062,Kuroi jÃ»nin no onna
tt0055064,Kuu on vaarallinen
tt0055069,The Ladies Man
tt0055070,La Fayette
tt0055073,The Last Sunset
tt0055074,The Last Time I Saw Archie
tt0055079,Left Right and Centre
tt0055082,"LÃ©on Morin, prÃªtre"
tt0055087,Les lions sont lÃ¢chÃ©s
tt0055093,Lola
tt0055097,Look in Any Window
tt0055098,The Greengage Summer
tt0055099,Love in a Goldfish Bowl
tt0055100,Lover Come Back
tt0055103,LustgÃ¥rden
tt0055106,Lycanthropus
tt0055111,Der LÃ¼gner
tt0055114,Maciste alla corte del Gran Khan
tt0055115,Maciste contro il vampiro
tt0055116,Maciste nella terra dei ciclopi
tt0055117,"Maciste, l'uomo piÃ¹ forte del mondo"
tt0055118,Mad Dog Coll
tt0055119,Madalena
tt0055124,A Majority of One
tt0055128,La maldiciÃ³n de la Llorona
tt0055133,Man in the Moon
tt0055134,Man-Trap
tt0055138,La mano en la trampa
tt0055139,The Manster
tt0055144,"Marines, Let's Go"
tt0055146,The Mark
tt0055148,Martin u oblacima
tt0055151,The Mask
tt0055152,Master of the World
tt0055153,Matka Joanna od AniolÃ³w
tt0055156,A Matter of WHO
tt0055158,Maz swojej zony
tt0055163,"Mein Mann, das Wirtschaftswunder"
tt0055168,Het mes
tt0055169,Messalina Venere imperatrice
tt0055178,Le meraviglie di Aladino
tt0055181,Mir vkhodyashchemu
tt0055182,Le miracle des loups
tt0055184,The Misfits
tt0055186,Misty
tt0055188,Miyamoto Musashi
tt0055190,I mongoli
tt0055191,Le monocle noir
tt0055192,Morgan il pirata
tt0055194,La mort de Belle
tt0055197,Most Dangerous Man Alive
tt0055198,Mosura
tt0055200,Mr. Sardonicus
tt0055201,Mr. Topaze
tt0055205,Murder She Said
tt0055207,Mysterious Island
tt0055214,The Naked Edge
tt0055222,"Nefertite, regina del Nilo"
tt0055230,Night Tide
tt0055232,"Nikki, Wild Dog of the North"
tt0055233,Ningen no jÃ´ken
tt0055234,No Love for Johnnie
tt0055235,"No, My Darling Daughter"
tt0055241,Lettere di una novizia
tt0055247,Offbeat
tt0055253,On the Double
tt0055254,One Hundred and One Dalmatians
tt0055256,"One, Two, Three"
tt0055257,One-Eyed Jacks
tt0055261,Operation Eichmann
tt0055262,On the Fiddle
tt0055264,Orazi e Curiazi
tt0055266,L'oro di Roma
tt0055267,Ã”saka-jÃ´ monogatari
tt0055270,The Outsider
tt0055277,The Parent Trap
tt0055278,Paris Blues
tt0055279,Parrish
tt0055283,Payroll
tt0055287,Cinco vezes Favela
tt0055291,Peters baby
tt0055294,The Phantom Planet
tt0055302,Pirates of Tortuga
tt0055304,Pit and the Pendulum
tt0055305,Pit of Darkness
tt0055307,The Pleasure of His Company
tt0055308,Pleins feux sur l'assassin
tt0055309,Ples v dezju
tt0055310,PlÃ¡cido
tt0055312,Pocketful of Miracles
tt0055315,Pojken i trÃ¤det
tt0055317,Portrait of a Mobster
tt0055318,Posse from Hell
tt0055320,Il posto
tt0055323,Le prigioniere dell'isola del diavolo
tt0055328,The Private Lives of Adam and Eve
tt0055331,Professor Mamlock
tt0055336,Le prÃ©sident
tt0055342,The Pure Hell of St. Trinian's
tt0055348,The Queen's Guards
tt0055352,La ragazza in vetrina
tt0055353,A Raisin in the Sun
tt0055354,Raising the Wind
tt0055356,Il ratto delle sabine
tt0055361,The Rebel
tt0055370,Return to Peyton Place
tt0055373,The Right Approach
tt0055374,Ring of Fire
tt0055375,Antigoni
tt0055377,La rivolta degli schiavi
tt0055380,Rocket Attack U.S.A.
tt0055382,The Roman Spring of Mrs. Stone
tt0055383,Romanoff and Juliet
tt0055386,Rosa blanca
tt0055391,Das RÃ¤tsel der roten Orchidee
tt0055394,Sail a Crooked Ship
tt0055399,Salvatore Giuliano
tt0055401,Samson
tt0055402,Sanctuary
tt0055404,Sandanju no otoko
tt0055408,Santo vs. las mujeres vampiro
tt0055409,Santo contra los zombies
tt0055411,Saptapadi
tt0055418,Schwarzer Kies
tt0055421,The Second Time Around
tt0055422,The Secret Partner
tt0055423,The Secret Ways
tt0055428,Sekai daisensÃ´
tt0055429,Die seltsame GrÃ¤fin
tt0055432,SenilitÃ 
tt0055438,The Shadow of the Cat
tt0055441,Shiiku
tt0055447,Sibirska Ledi Magbet
tt0055449,The Silent Call
tt0055450,Sin You Sinners
tt0055452,The Sinister Urge
tt0055453,The Sins of Rachel Cade
tt0055456,The Snake Woman
tt0055457,Sniper's Ridge
tt0055458,Snow White and the Three Stooges
tt0055459,"So Evil, So Young"
tt0055464,Something Wild
tt0055468,Sovershenno seryozno
tt0055469,Spare the Rod
tt0055471,Splendor in the Grass
tt0055478,Stark Fear
tt0055479,The Steel Claw
tt0055484,Strongroom
tt0055487,StÃ¸v pÃ¥ hjernen
tt0055488,Sua Eccellenza si fermÃ² a mangiare
tt0055489,Summer and Smoke
tt0055490,Susan Slade
tt0055492,Swiadectwo urodzenia
tt0055499,SÃ¥som i en spegel
tt0055502,Hawai Middowei daikaikÃ»sen: TaiheiyÃ´ no arashi
tt0055503,Tammy Tell Me True
tt0055505,Taste of Fear
tt0055506,A Taste of Honey
tt0055508,Teen Kanya
tt0055516,The Terror of the Tongs
